"header"	"created"	"author"	"topic"	"path"	"source"
"О СРОКАХ НАВИГАЦИИ             "	"21.04.2015"	"Noname"	"Службы информируют"	"2015/April/573.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3108-o-srokax-navigaczii-3108.html"
"САМАЯ ВЫСОКАЯ НАГРАДА – ПАМЯТЬ"	"1.04.2015"	"Артем СЕРГЕЕВ"	"«Творцы Победы»"	"2015/April/574.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3020-samaya-visokaya-nagrada-pamyat-3020.html"
"ЭТО ЗАБВЕНИЮ НЕ ПОДЛЕЖИТ!"	"1.04.2015"	"Noname"	"«Творцы Победы»"	"2015/April/575.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3019-eto-zabveniyu-ne-podlezhit-3019.html"
"ИХ МУЖЬЯ ЗАЩИЩАЛИ РОДИНУ"	"1.04.2015"	"Александр КАЗАКОВ"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/April/576.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/3018-ix-muzhya-zashhishhali-rodinu-3018.html"
"ПЕСНИ ВЕЛИКОЙ ПОБЕДЫ"	"1.04.2015"	"Е.Г. Шляпина"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/April/577.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/3017-pesni-velikoj-pobedi-3017.html"
"ЗНАМЯ ПОБЕДЫ В НЕТЬИНКЕ"	"1.04.2015"	"Noname"	"Районные, областные и федеральные акции"	"2015/April/578.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/rayonnyie-oblastnyie-i-federalnyie-aktsii/3016-znamya-pobedi-v-netinke-3016.html"
"НАВСТРЕЧУ ВЕЛИКОМУ ЮБИЛЕЮ"	"1.04.2015"	"Noname"	"Районные, областные и федеральные акции"	"2015/April/579.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/rayonnyie-oblastnyie-i-federalnyie-aktsii/3015-navstrechu-velikomu-yubileyu-3015.html"
"САМОРОДОК ИЗ ДЕРЕВНИ ДОБРУНЬ"	"1.04.2015"	"Noname"	"Это интересно"	"2015/April/580.txt"	"http://desnyanka.ru/eto_interesno/3014-samorodok-iz-derevni-dobrun-3014.html"
"В ПАМЯТЬ ТОЛЬКО НАДЕЖДА"	"1.04.2015"	"Noname"	"«Творцы Победы»"	"2015/April/581.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3013-v-pamyat-tolko-nadezhda-3013.html"
"ТАНЦУЮТ ВСЕ!"	"1.04.2015"	"Noname"	"Разное"	"2015/April/582.txt"	"http://desnyanka.ru/raznoe/3012-tanczuyut-vse-3012.html"
"ЗДРАВСТВУЙ, КНИЖНАЯ НЕДЕЛЯ!"	"1.04.2015"	"Е.П. Белова"	"Район: день за днем"	"2015/April/583.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3011-zdravstvuj-knizhnaya-nedelya-3011.html"
"ПОБЕДА ВСЕГДА БУДЕТ С НАМИ"	"6.04.2015"	"Noname"	"Районные, областные и федеральные акции"	"2015/April/584.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/rayonnyie-oblastnyie-i-federalnyie-aktsii/3035-pobeda-vsegda-budet-s-nami-3035.html"
"Международный интернет-проект «Диалог культур 2015″"	"6.04.2015"	"Noname"	"Информация"	"2015/April/585.txt"	"http://desnyanka.ru/informaciya/3034-mezhdunarodnij-internetproekt-dialog-kultu-3034.html"
"ВСЕРОССИЙСКИЙ ЛИТЕРАТУРНЫЙ КОНКУРС «ГЕРОИ ВЕЛИКОЙ ПОБЕДЫ»"	"9.04.2015"	"Noname"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/April/586.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/3064-vserossijskij-literaturnij-konkurs-geroi-velikoj-pobedi-3064.html"
"ПОБЕДУ КОВАЛИ ВСЕМ МИРОМ"	"15.04.2015"	"Валентин СТЕПАНОВ"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/April/587.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/3086-pobedu-kovali-vsem-mirom-3086.html"
"ПОМНИМ СВОИХ ГЕРОЕВ"	"15.04.2015"	"О.А. Федорская"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/April/588.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/3085-pomnim-svoix-geroev-3085.html"
"ПО МЕСТАМ ПАРТИЗАНСКОЙ СЛАВЫ"	"15.04.2015"	"  Ксения Новикова"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/April/589.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/3084-po-mestam-partizanskoj-slavi-3084.html"
"ЛИХИЕ ВОЕННЫЕ ГОДЫ"	"15.04.2015"	"Noname"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/April/590.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/3083-lixie-voennie-godi-3083.html"
"ВСЁ ДЛЯ ПОБЕДЫ!"	"15.04.2015"	"П.П. ШАМАРО"	"«Творцы Победы»"	"2015/April/591.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3082-vs-dlya-pobedi-3082.html"
"В ГОСТЯХ У ВЕТЕРАНА"	"15.04.2015"	"Екатерина Ступина"	"Районные, областные и федеральные акции"	"2015/April/592.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/rayonnyie-oblastnyie-i-federalnyie-aktsii/3081-v-gostyax-u-veterana-3081.html"
"О ДЕЯТЕЛЬНОСТИ ГЛАВНОГО УПРАВЛЕНИЯ В ПОЖАРООПАСНЫЙ ПЕРИОД"	"15.04.2015"	"Инспектор ОН"	"Службы информируют"	"2015/April/593.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3080-o-deyatelnosti-glavnogo-upravleniya-v-pozharoopasnij-period-3080.html"
"ВМЕСТЕ МЫ МОЖЕМ БОЛЬШЕ"	"15.04.2015"	"Noname"	"Информация"	"2015/April/594.txt"	"http://desnyanka.ru/informaciya/3079-vmeste-mi-mozhem-bolshe-3079.html"
"ИНФОРМКУРЬЕР"	"15.04.2015"	"Noname"	"Район: день за днем"	"2015/April/595.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3078-informkurer-3078.html"
"ВСЕМИРНЫЙ ДЕНЬ ОХРАНЫ ТРУДА"	"15.04.2015"	"Noname"	"Службы информируют"	"2015/April/596.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3077-vsemirnij-den-oxrani-truda-3077.html"
"КОНСТРУИРОВАНИЕ И РУЧНОЙ ТРУД"	"21.04.2015"	"Noname"	"Письмо в газету"	"2015/April/597.txt"	"http://desnyanka.ru/pismo_v_gaztu/3107-konstruirovanie-i-ruchnoj-trud-3107.html"
"СОВЕТСКИЕ КОМПОЗИТОРЫ О ВОЙНЕ"	"21.04.2015"	"Noname"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/April/598.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/3106-sovetskie-kompozitori-o-vojne-3106.html"
"СЛЁЗЫ МАТЕРИ"	"21.04.2015"	"Т.М. ГОЛАЙДО"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/April/599.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/3105-slzi-materi-3105.html"
"ВЕСНУ С МАСЛЕНИЦЕЙ ВЫРУЧАЛИ"	"27.02.2015"	"О. ПУЗИКОВА"	"Район: день за днем"	"2015/February/600.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2774-vesnu-s-masleniczej-viruchali.html"
"ПРИХОД ВЕСНЫ — РАДОСТНОЕ СОБЫТИЕ"	"27.02.2015"	"В.И. АФОНИНА"	"Район: день за днем"	"2015/February/601.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2773-prixod-vesni-radostnoe-sobitie.html"
"КОНКУРСЫ, ЗАГАДКИ, ШАШЛЫКИ, БЛИНЫ…"	"27.02.2015"	"Елена БАГАЕВА"	"Район: день за днем"	"2015/February/602.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2772-konkursi-zagadki-shashliki-blini.html"
"ПРАЗДНИК В СТЕКЛЯННОЙ РАДИЦЕ"	"27.02.2015"	"Светлана Петрова"	"Район: день за днем"	"2015/February/603.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2771-prazdnik-v-steklyannoj-radicze.html"
"«ДО ПАСХИ ПОТОМ ПОСТИТЬСЯ — НАДО БЫ УГОСТИТЬСЯ!»"	"27.02.2015"	"И.А. Плахов"	"Район: день за днем"	"2015/February/604.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2770-do-pasxi-potom-postitsya-nado-bi-ugostitsya.html"
"ИНФОРМКУРЬЕР"	"25.02.2015"	"Noname"	"Район: день за днем"	"2015/February/605.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2763-informkurer.html"
"ВСТРЕЧА  С ВЕТЕРАНАМИ"	"25.02.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/February/606.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2762-vstrecha-s-veteranami.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"25.02.2015"	"Noname"	"Народ и власть"	"2015/February/607.txt"	"http://desnyanka.ru/narod_i_vlast/2761-v-pravitelstve-oblasti.html"
"ПРЕЗИДЕНТ РОССИИ ВЛАДИМИР ПУТИН ВРУЧИЛ МЕДАЛЬ ЕВДОКИИ ЛЕМАЕВОЙ"	"25.02.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/February/608.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2760-prezident-rossii-vladimir-putin-vruchil-medal-evdokii-lemaevoj.html"
"АКЦИЯ «МИЛОСЕРДИЕ» ПРОДОЛЖАЕТСЯ"	"25.02.2015"	"Ирина КАМЧАТОВА"	"Судьбы людские"	"2015/February/609.txt"	"http://desnyanka.ru/sudbi_ludskie/2759-akcziya-miloserdie-prodolzhaetsya.html"
"ЗИМНИЕ СЕЛЬСКИЕ СПОРТИВНЫЕ ИГРЫ: «ЗОЛОТО» — У БРЯНСКОГО РАЙОНА"	"20.02.2015"	"Noname"	"К 70-летию Великой Победы"	"2015/February/610.txt"	"http://desnyanka.ru/sport/2737-zimnie-selskie-sportivnie-igri-zoloto-u-bryanskogo-rajona.html"
"ВСЕРОССИЙСКАЯ АКЦИЯ"	"20.02.2015"	"Noname"	"К 70-летию Великой Победы"	"2015/February/611.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2736-vserossijskaya-akcziya.html"
"ИМЕНА ПОБЕДЫ"	"20.02.2015"	"Noname"	"К 70-летию Великой Победы"	"2015/February/612.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2735-imena-pobedi.html"
"РЯДОВОЙ ВОЙНЫ"	"20.02.2015"	"Noname"	"«Творцы Победы»"	"2015/February/613.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2749-ryadovoj-vojni-2.html"
"«ЗИМНИЕ ГРЁЗЫ — 2015»"	"20.02.2015"	"Noname"	"Разное"	"2015/February/614.txt"	"http://desnyanka.ru/raznoe/2733-zimnie-grz.html"
"  АЛЕКСАНДР БОГОМАЗ: «У МЕНЯ НЕТ И НЕ БУДЕТ ЛЮБИМЧИКОВ!»"	"20.02.2015"	"Noname"	"Народ и власть"	"2015/February/615.txt"	"http://desnyanka.ru/narod_i_vlast/2732-aleksandr-bogomaz-u-menya-net-i-ne-budet-lyubimchikov.html"
"ОДИН ИЗ ЛУЧШИХ"	"20.02.2015"	"Noname"	"Наши земляки"	"2015/February/616.txt"	"http://desnyanka.ru/nashi_zemlyaki/2731-odin-iz-luchshix.html"
"ПРИГОРОДНЫЕ ПОЕЗДА ВОЗВРАЩАЮТСЯ"	"20.02.2015"	"Александр КАЗАКОВ"	"Спрашивали – отвечаем"	"2015/February/617.txt"	"http://desnyanka.ru/sprashivali-otvechaem/2730-prigorodnie-poezda-vozvrashhayutsya.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"20.02.2015"	"Noname"	"Народ и власть"	"2015/February/618.txt"	"http://desnyanka.ru/narod_i_vlast/2729-v-pravitelstve-oblasti.html"
"ПАЛ СМЕРТЬЮ ХРАБРЫХ В 21 ГОД…"	"20.02.2015"	"Noname"	"«Творцы Победы»"	"2015/February/619.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2728-pal-smertyu-xrabrix-v-god.html"
"БРЯНСКИЙ РЕПОРТАЖ В «ВЕСТЯХ НЕДЕЛИ»"	"3.02.2015"	"Noname"	"Информация"	"2015/February/620.txt"	"http://desnyanka.ru/informaciya/2590-bryanskiy-reportazh-v-vestyah-nedeli.html"
"ЭКСПЕРТЫ ПОСТАВИЛИ ВЫСОКУЮ ОЦЕНКУ АЛЕКСАНДРУ БОГОМАЗУ"	"6.02.2015"	"Noname"	"Народ и власть"	"2015/February/621.txt"	"http://desnyanka.ru/narod_i_vlast/2617-eksperti-postavili-visokuyu-oczenku-aleksandru-bogomazu.html"
"НА РАТНОМ ПОЛЕ РАСТЁТ И ХЛЕБ…"	"6.02.2015"	"Noname"	"«Творцы Победы»"	"2015/February/622.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2616-na-ratnom-pole-rastt-i-xleb.html"
"В РАБОЧЕМ ПОРЯДКЕ"	"6.02.2015"	"Александр КАЗАКОВ"	"В администрации района"	"2015/February/623.txt"	"http://desnyanka.ru/v_administracii_rayona/2615-v-rabochem-poryadke.html"
"ТАЛАНТЛИВЫЙ ЧЕЛОВЕК ТАЛАНТЛИВ ВО ВСЕМ!"	"6.02.2015"	"Noname"	"Наши земляки"	"2015/February/624.txt"	"http://desnyanka.ru/nashi_zemlyaki/2614-talantlivij-chelovek-talantliv-vo-vsem.html"
"ОБЪЯВЛЯЕТСЯ НАБОР В АВТОШКОЛЫ ДОСААФ РОССИИ"	"6.02.2015"	"Noname"	"Службы информируют"	"2015/February/625.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2612-obyavlyaetsya-nabor-v-avtoshkoli-dosaaf-rossii.html"
"УЧИТЕЛЬ! ДАЖЕ ЧЕРЕЗ МНОГО ЛЕТ ЗАЖЖЕННЫЙ ВАМИ НЕ ПОГАСНЕТ СВЕТ…"	"6.02.2015"	"Коллекти"	"Судьбы людские"	"2015/February/626.txt"	"http://desnyanka.ru/sudbi_ludskie/2611-uchitel-dazhe-cherez-mnogo-let-zazhzhennij-vami-ne-pogasnet-svet.html"
"В МИЧУРИНСКОМ ФИЛИАЛЕ БРЯНСКОГО АГРАРНОГО УНИВЕРСИТЕТА — НОВЫЙ РУКОВОДИТЕЛЬ"	"6.02.2015"	"Noname"	"Информация"	"2015/February/627.txt"	"http://desnyanka.ru/informaciya/2610-v-michurinskom-filiale-bryanskogo-agrarnogo-universiteta-novij-rukovoditel.html"
"АКЦЕНТ — НА ДИСПАНСЕРИЗАЦИЮ И ОБЩУЮ ПРОФИЛАКТИКУ"	"6.02.2015"	"Noname"	"Район: день за днем"	"2015/February/628.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2609-akczent-na-dispanserizacziyu-i-obshhuyu-profilaktiku.html"
"ЗДОРОВЬЕ ЖИТЕЛЕЙ РЕГИОНА — ГЛАВНАЯ ЗАДАЧА"	"6.02.2015"	"Ирина КАМЧАТОВА"	"Народ и власть"	"2015/February/629.txt"	"http://desnyanka.ru/narod_i_vlast/2608-zdorove-zhitelej-regiona-glavnaya-zadacha.html"
"ЖИЗНЬ, СТАВШАЯ ЛЕГЕНДОЙ"	"12.02.2015"	"Noname"	"«Творцы Победы»"	"2015/February/630.txt"	"http://desnyanka.ru/nashi_zemlyaki/2655-zhizn-stavshaya-legendoj.html"
"     ВЕТВРАЧ СТРЕЛКОВОГО ПОЛКА"	"12.02.2015"	"Noname"	"«Творцы Победы»"	"2015/February/631.txt"	"http://desnyanka.ru/nashi_zemlyaki/2654-vetvrach-strelkovogo-polka.html"
"Решения территориальной избирательной комиссии Брянского района"	"18.02.2015"	"Noname"	"Информация"	"2015/February/632.txt"	"http://desnyanka.ru/informaciya/2675-resheniya-territorialnoy-izbiratelnoy-komissii-bryanskogo-rayona-2.html"
"В БРЯНСКОЙ ОБЛАСТИ БУДЕТ СОЗДАН ОБЩЕСТВЕННЫЙ АНТИКРИЗИСНЫЙ ШТАБ"	"20.02.2015"	"Noname"	"Народ и власть"	"2015/February/633.txt"	"http://desnyanka.ru/narod_i_vlast/2739-v-bryanskoj-oblasti-budet-sozdan-obshhestvennij-antikrizisnij-shtab.html"
"РОССИЯ ТУРИСТИЧЕСКАЯ ГЛАЗАМИ ДЕТЕЙ"	"20.02.2015"	"Noname"	"К 70-летию Великой Победы"	"2015/February/634.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2738-rossiya-turisticheskaya-glazami-detej.html"
"НЕ БЫВАЕТ ЧУЖИХ ДЕТЕЙ"	"27.12.2014"	"Noname"	"Судьбы людские"	"2014/December/635.txt"	"http://desnyanka.ru/sudbi_ludskie/2464-ne-bivaet-chuzhix-detej.html"
"ПРОФИЛАКТИЧЕСКАЯ РАБОТА ПРОДОЛЖАЕТСЯ"	"27.12.2014"	"Noname"	"Район: день за днем"	"2014/December/636.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2463-profilakticheskaya-rabota-prodolzhaetsya.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"27.12.2014"	"Noname"	"Народ и власть"	"2014/December/637.txt"	"http://desnyanka.ru/narod_i_vlast/2462-v-pravitelstve-oblasti.html"
"АЛЕКСАНДР БОГОМАЗ: ВЗЯТ КУРС НА ОБНОВЛЕНИЕ"	"25.12.2014"	"Noname"	"Народ и власть"	"2014/December/638.txt"	"http://desnyanka.ru/narod_i_vlast/2461-aleksandr-bogomaz-vzyat-kurs-na-obnovlenie.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"25.12.2014"	"Noname"	"Народ и власть"	"2014/December/639.txt"	"http://desnyanka.ru/narod_i_vlast/2460-v-pravitelstve-oblasti.html"
"ТЕЛЕФОН ДОВЕРИЯ ДЛЯ ДЕТЕЙ, ПОДРОСТКОВ И ИХ РОДИТЕЛЕЙ 8-800-2000-122"	"25.12.2014"	"Noname"	"Информация"	"2014/December/640.txt"	"http://desnyanka.ru/informaciya/2459-telefon-doveriya-dlya-detej-podrostkov-i-ix-roditele.html"
"СОЦИАЛЬНАЯ СТИПЕНДИЯ"	"25.12.2014"	"Noname"	"Службы информируют"	"2014/December/641.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2458-soczialnaya-stipendiya.html"
"О МЕРАХ СОЦИАЛЬНОЙ ПОДДЕРЖКИ ГРАЖДАН, ВЫНУЖДЕННО ПОКИНУВШИХ ТЕРРИТОРИЮ УКРАИНЫ"	"25.12.2014"	"Noname"	"Информация"	"2014/December/642.txt"	"http://desnyanka.ru/informaciya/2457-o-merax-soczialnoj-podderzhki-grazhdan-vinuzhdenno-pokinuvshix-territoriyu-ukraini.html"
"АЛЕКСАНДР БОГОМАЗ: «СТРАТЕГИЯ БУДУЩЕГО БРЯНЩИНЫ — В РУКАХ МОЛОДЫХ»"	"19.12.2014"	"Noname"	"Народ и власть"	"2014/December/643.txt"	"http://desnyanka.ru/narod_i_vlast/2456-aleksandr-bogomaz-strategiya-budushhego-bryanshhini-v-rukax-molodix.html"
"АЛЕКСАНДР БОГОМАЗ: «ЛЮБОВЬ К РОДИНЕ НАЧИНАЕТСЯ С ЛЮБВИ К МАТЕРИ»"	"3.12.2014"	"Noname"	"Народ и власть"	"2014/December/644.txt"	"http://desnyanka.ru/narod_i_vlast/2391-aleksandr-bogomaz-lyubov-k-rodine-nachinaetsya-s-lyubvi-k-materi.html"
"СЛУЖЕНИЕ НА БЛАГО БРЯНЩИНЫ"	"3.12.2014"	"Noname"	"Наши земляки"	"2014/December/645.txt"	"http://desnyanka.ru/nashi_zemlyaki/2390-sluzhenie-na-blago-bryanshhini.html"
"С ДОБРОМ В СЕРДЦЕ"	"3.12.2014"	"Noname"	"Район: день за днем"	"2014/December/646.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2389-s-dobrom-v-serdcze.html"
"В БРЯНСКОЙ ОБЛАСТИ БОЛЬШЕ НЕ ПРОДАДУТ СИГАРЕТЫ ДЕТЯМ"	"3.12.2014"	"Noname"	"Здоровье"	"2014/December/647.txt"	"http://desnyanka.ru/zdorov/2388-v-bryanskoj-oblasti-bolshe-ne-prodadut-sigareti-detyam.html"
"ИНФОРМКУРЬЕР"	"3.12.2014"	"Noname"	"Район: день за днем"	"2014/December/648.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2387-informkurer.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"3.12.2014"	"Пресс-служба"	"Народ и власть"	"2014/December/649.txt"	"http://desnyanka.ru/narod_i_vlast/2386-v-pravitelstve-oblasti.html"
"АЛЕКСАНДР БОГОМАЗ: БЕЗ ДУХОВНОСТИ НАРОД НЕ СУЩЕСТВУЕТ"	"5.12.2014"	"Noname"	"Народ и власть"	"2014/December/650.txt"	"http://desnyanka.ru/narod_i_vlast/2401-aleksandr-bogomaz-bez-duxovnosti-narod-ne-sushhestvuet.html"
"ПАЛЬЦО: И СНОВА НОВЫЙ ДОМ"	"5.12.2014"	"Александр КАЗАКОВ"	"Район: день за днем"	"2014/December/651.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2400-palczo-i-snova-novij-dom.html"
"ДЛЯ НАШИХ МАМ"	"5.12.2014"	"Виктор СТЕПАНОВ"	"Район: день за днем"	"2014/December/652.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2399-dlya-nashix-mam.html"
"ИНТЕРАКТИВНАЯ ЭКСКУРСИЯ"	"5.12.2014"	"Светлана РОМАШОВА"	"Это интересно"	"2014/December/653.txt"	"http://desnyanka.ru/eto_interesno/2398-interaktivnaya-ekskursiya.html"
"СКАЖИ НАРКОТИКАМ — НЕТ!"	"5.12.2014"	"Артем СЕРГЕЕВ"	"Письмо в газету"	"2014/December/654.txt"	"http://desnyanka.ru/pismo_v_gaztu/2397-skazhi-narkotikam-net.html"
"«МОЯ РОДИНА» — В РИСУНКАХ ДЕТЕЙ"	"5.12.2014"	"Артур АЗАРОВ"	"Это интересно"	"2014/December/655.txt"	"http://desnyanka.ru/eto_interesno/2396-moya-rodina-v-risunkax-detej.html"
"САМОЕ ГЛАВНОЕ — ИМЕТЬ ЦЕЛЬ!"	"5.12.2014"	"Noname"	"Наши земляки"	"2014/December/656.txt"	"http://desnyanka.ru/nashi_zemlyaki/2395-samoe-glavnoe-imet-czel.html"
"ЧЕМПИОНЫ МИРА!"	"5.12.2014"	"Noname"	"Спорт"	"2014/December/657.txt"	"http://desnyanka.ru/sport/2394-chempioni-mira.html"
"ОБЩЕСТВЕННЫЙ СОВЕТ ПРИ МВД"	"5.12.2014"	"Сергей БУДИН"	"Народ и власть"	"2014/December/658.txt"	"http://desnyanka.ru/narod_i_vlast/2393-obshhestvennij-sovet-pri-mvd.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"5.12.2014"	"Noname"	"Народ и власть"	"2014/December/659.txt"	"http://desnyanka.ru/narod_i_vlast/2392-v-pravitelstve-oblasti.html"
"БЛАГОТВОРИТЕЛЬНОСТЬ"	"16.12.2014"	"Noname"	"Информация"	"2014/December/660.txt"	"http://desnyanka.ru/informaciya/2427-blagotvoritelnost.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"19.12.2014"	"Noname"	"Народ и власть"	"2014/December/661.txt"	"http://desnyanka.ru/narod_i_vlast/2454-v-pravitelstve-oblasti.html"
"САМАЯ ПРЕКРАСНАЯ ИЗ ЖЕНЩИН"	"19.12.2014"	"Noname"	"Письмо в газету"	"2014/December/662.txt"	"http://desnyanka.ru/pismo_v_gaztu/2453-samaya-prekrasnaya-iz-zhenshhin.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"19.12.2014"	"Noname"	"Народ и власть"	"2014/December/663.txt"	"http://desnyanka.ru/narod_i_vlast/2452-v-bryanskoj-oblastnoj-dume.html"
"КУБОК ПО ВОЛЕЙБОЛУ"	"19.12.2014"	"Дмитрий Кулешов"	"Спорт"	"2014/December/664.txt"	"http://desnyanka.ru/sport/2451-kubok-po-volejbolu.html"
"БУДЬТЕ ОСТОРОЖНЫ НА ЛЬДУ"	"19.12.2014"	"Noname"	"Службы информируют"	"2014/December/665.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2450-budte-ostorozhni-na-ldu.html"
"ПОКЛОНЕНИЕ СВЯТЫНЕ"	"19.12.2014"	"Noname"	"Информация"	"2014/December/666.txt"	"http://desnyanka.ru/informaciya/2449-poklonenie-svyatine.html"
"РАЗВИВАЕТСЯ СОТРУДНИЧЕСТВО"	"19.12.2014"	"Noname"	"Народ и власть"	"2014/December/667.txt"	"http://desnyanka.ru/narod_i_vlast/2446-razvivaetsya-sotrudnichestvo.html"
"СЛУЖЕНИЕ ЛЮДЯМ — ЕЁ ПРИЗВАНИЕ"	"19.12.2014"	"А.А. Шевелёва"	"Наши земляки"	"2014/December/668.txt"	"http://desnyanka.ru/nashi_zemlyaki/2445-sluzhenie-lyudyam-e-prizvanie.html"
"АЛЕКСАНДР БОГОМАЗ: «УЧИТЫВАЕМ МНЕНИЕ АГРАРИЕВ»"	"27.12.2014"	"Noname"	"Район: день за днем"	"2014/December/669.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2469-aleksandr-bogomaz-uchitivaem-mnenie-agrariev.html"
"МОЛОДЫЕ ТАЛАНТЫ РОССИИ"	"27.12.2014"	"Noname"	"Наши земляки"	"2014/December/670.txt"	"http://desnyanka.ru/nashi_zemlyaki/2468-molodie-talanti-rossii.html"
"РОДНИК ЕЁ ДУШИ"	"27.12.2014"	"Noname"	"Наши земляки"	"2014/December/671.txt"	"http://desnyanka.ru/nashi_zemlyaki/2467-rodnik-e-dushi.html"
