"header"	"created"	"author"	"topic"	"path"	"source"
"ГЛИНИЩЕВО: НИКТО НЕ ОСТАЛСЯ РАВНОДУШНЫМ"	"7.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2094.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1582-GLINISHCHEVONIKTONEOSTALSYARAVNODUSHNIM.html"
"С ОГРОМНЫМ УСПЕХОМ"	"7.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2095.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1581-SOGROMNIMUSPEHOM.html"
" ЗНАТЬ РОДНЫЕ ТРАДИЦИИ"	"7.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2096.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1580-ZNATRODNIETRADITSII.html"
"МАСЛЕНИЦА НАША, НЕТ ТЕБЯ КРАШЕ!"	"1.03.2014"	"Noname"	"Информация"	"2014/March/2097.txt"	"http://desnyanka.ru/informaciya/1562-MASLENITSANASHANETTEBYAKRASHE.html"
"ТАЛАНТЛИВЫЕ  ЛЮДИ ТАЛАНТЛИВЫ ВО ВСЕМ"	"1.03.2014"	"Noname"	"Наши земляки"	"2014/March/2098.txt"	"http://desnyanka.ru/nashi_zemlyaki/1561-TALANTLIVIELYUDITALANTLIVIVOVSEM.html"
"МУЖЕСТВЕННЫЙ ПРАЗДНИК"	"1.03.2014"	"Noname"	"Разное"	"2014/March/2099.txt"	"http://desnyanka.ru/raznoe/1560-MUZHESTVENNIYPRAZDNIK.html"
"ДНИ ОТКРЫТЫХ ДВЕРЕЙ"	"1.03.2014"	"Noname"	"Службы информируют"	"2014/March/2100.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1559-DNIOTKRITIHDVEREY.html"
"О МЕРАХ ПО РЕАЛИЗАЦИИ ГОСУДАРСТВЕННОЙ ПОЛИТИКИ ПО ОБЕСПЕЧЕНИЮ ДОПОЛНИТЕЛЬНЫХ ГАРАНТИЙ НА ЖИЛОЕ ПОМЕЩЕНИЕ ДЛЯ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ, ЛИЦ ИЗ ИХ ЧИСЛА"	"1.03.2014"	"Noname"	"Службы информируют"	"2014/March/2101.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1558-OMERAHPOREALIZATSIIGOSUDARSTVENNOYPOLITIKIPOOBESPECHENIYUDOPOLNITELNIHGARANTIYNAZHILOEPOMESHCHENIEDLYADETEYSIROTIDETEYOSTAVSHIHSYABEZPOPECHENIYARODITELEYLITSIZIHCHISLA.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"1.03.2014"	"Noname"	"Народ и власть"	"2014/March/2102.txt"	"http://desnyanka.ru/narod_i_vlast/1557-VBRYANSKOYOBLASTNOYDUME.html"
"ИДЕТ ВСЕОБЩАЯ ДИСПАНСЕРИЗАЦИЯ"	"1.03.2014"	"Noname"	"Здоровье"	"2014/March/2103.txt"	"http://desnyanka.ru/zdorov/1556-IDETVSEOBSHCHAYADISPANSERIZATSIYA.html"
"БРЯНСК ВСТРЕЧАЕТ ЭСТАФЕТУ"	"1.03.2014"	"Noname"	"Спорт"	"2014/March/2104.txt"	"http://desnyanka.ru/sport/1555-BRYANSKVSTRECHAETESTAFETU.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"1.03.2014"	"Noname"	"Народ и власть"	"2014/March/2105.txt"	"http://desnyanka.ru/narod_i_vlast/1554-VPRAVITELSTVEOBLASTI.html"
"О ПЕРЕЧНЕ ВСТУПИТЕЛЬНЫХ ИСПЫТАНИЙ В 2014 ГОДУ"	"6.03.2014"	"Noname"	"Информация"	"2014/March/2106.txt"	"http://desnyanka.ru/informaciya/1564-OPERECHNEVSTUPITELNIHISPITANIYV2014GODU.html"
"«ИДЕМ ТРОПОЮ ПАРТИЗАН…»                "	"13.03.2014"	"Noname"	"Письмо в газету"	"2014/March/2107.txt"	"http://desnyanka.ru/pismo_v_gaztu/1600-IDEMTROPOYUPARTIZAN.html"
"ПОБЕДЫ УЧАЩИХСЯ ГЛИНИЩЕВСКОЙ ДШИ"	"13.03.2014"	"Noname"	"Разное"	"2014/March/2108.txt"	"http://desnyanka.ru/raznoe/1599-POBEDIUCHASHCHIHSYAGLINISHCHEVSKOYDSHI.html"
"ДЕТСКИЕ САДЫ – ПРИЮТУ"	"13.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2109.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1598-detskiesadipriyutu.html"
"ЕСТЬ ЖЕНЩИНЫ В РУССКИХ СЕЛЕНЬЯХ!"	"13.03.2014"	"Noname"	"Письмо в газету"	"2014/March/2110.txt"	"http://desnyanka.ru/pismo_v_gaztu/1597-estzhenshchinivrusskihselenyah.html"
"ПРИЗОВ – ВДОВОЛЬ"	"13.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2111.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1596-prizovvdovol.html"
"КАЖДЫЙ РАЗ — НОВЫЕ КОНЦЕРТНЫЕ НОМЕРА"	"13.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2112.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1595-KAZHDIYRAZNOVIEKONTSERTNIENOMERA.html"
"У МОНУМЕНТА ДРУЖБЫ"	"13.03.2014"	"Noname"	"Народ и власть"	"2014/March/2113.txt"	"http://desnyanka.ru/narod_i_vlast/1593-UMONUMENTADRUZHBI.html"
"СПОРТ ДЛЯ ВСЕХ!"	"22.11.2013"	"Noname"	"Спорт"	"2013/November/2114.txt"	"http://desnyanka.ru/sport/1313-SPORTDLYAVSEH.html"
"ПОВЕРИВ МОШЕННИЦЕ, ПЕНСИОНЕРКА ЛИШИЛАСЬ КРУПНОЙ СУММЫ"	"22.11.2013"	"Noname"	"Службы информируют"	"2013/November/2115.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1312-POVERIVMOSHENNITSEPENSIONERKALISHILASKRUPNOYSUMMI.html"
"НАШ ДИРЕКТОР НАВСЕГДА"	"22.11.2013"	"Noname"	"Письмо в газету"	"2013/November/2116.txt"	"http://desnyanka.ru/pismo_v_gaztu/1311-NASHDIREKTORNAVSEGDA.html"
"«СООБЩИ, ГДЕ ТОРГУЮТ СМЕРТЬЮ!»"	"22.11.2013"	"Noname"	"Информация"	"2013/November/2117.txt"	"http://desnyanka.ru/informaciya/1310-SOOBSHCHIGDETORGUYUTSMERTYU.html"
"ВПЕРЕДИ — НОВЫЙ ГОД"	"22.11.2013"	"Noname"	"Службы информируют"	"2013/November/2118.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1309-VPEREDINOVIYGOD.html"
"СЕМЬЯ — ЭТО САМОЕ ГЛАВНОЕ!"	"22.11.2013"	"Noname"	"Наши земляки"	"2013/November/2119.txt"	"http://desnyanka.ru/nashi_zemlyaki/1308-SEMYAETOSAMOEGLAVNOE.html"
"В Брянской областной Думе"	"22.11.2013"	"Noname"	"Народ и власть"	"2013/November/2120.txt"	"http://desnyanka.ru/narod_i_vlast/1307-VBryanskoyoblastnoyDume.html"
"ТРЕБУЕТСЯ ПОМОЩЬ"	"22.11.2013"	"Noname"	"Разное"	"2013/November/2121.txt"	"http://desnyanka.ru/raznoe/1306-TREBUETSYAPOMOSHCH.html"
"ВНИМАНИЕ, ЛЕДОСТАВ!"	"22.11.2013"	"Noname"	"Службы информируют"	"2013/November/2122.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1305-VNIMANIELEDOSTAV.html"
"ВЕЧНАЯ ПАМЯТЬ"	"22.11.2013"	"Noname"	"Наши земляки"	"2013/November/2123.txt"	"http://desnyanka.ru/nashi_zemlyaki/1304-VECHNAYAPAMYAT.html"
"МАМА — ГЛАВНОЕ СЛОВО В КАЖДОЙ СУДЬБЕ"	"22.11.2013"	"Noname"	"Наши земляки"	"2013/November/2124.txt"	"http://desnyanka.ru/nashi_zemlyaki/1293-MAMAGLAVNOESLOVOVKAZHDOYSUDBE.html"
"В АТМОСФЕРЕ УВЕРЕННОСТИ"	"22.11.2013"	"Noname"	"Район: день за днем"	"2013/November/2125.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1292-VATMOSFEREUVERENNOSTI.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"22.11.2013"	"Noname"	"Народ и власть"	"2013/November/2126.txt"	"http://desnyanka.ru/narod_i_vlast/1291-VPRAVITELSTVEOBLASTI.html"
"ИНФОРМКУРЬЕР"	"22.11.2013"	"Noname"	"Разное"	"2013/November/2127.txt"	"http://desnyanka.ru/raznoe/1290-INFORMKURER.html"
"НИЗКИЙ ПОКЛОН РУССКОМУ СОЛДАТУ"	"15.11.2013"	"Noname"	"Наши земляки"	"2013/November/2128.txt"	"http://desnyanka.ru/nashi_zemlyaki/1289-NIZKIYPOKLONRUSSKOMUSOLDATU.html"
"ОБЩЕСТВЕННЫЙ  КОНТРОЛЬ  ЗА СФЕРОЙ ЖКХ"	"15.11.2013"	"Noname"	"Народ и власть"	"2013/November/2129.txt"	"http://desnyanka.ru/narod_i_vlast/1288-OBSHCHESTVENNIYKONTROLZASFEROYZHKH.html"
"СТАНЬ ПРЕДСТАВИТЕЛЕМ МОЛОДЁЖНОГО СОВЕТА  БРЯНСКОГО РАЙОНА!"	"15.11.2013"	"Noname"	"Информация"	"2013/November/2130.txt"	"http://desnyanka.ru/informaciya/1287-STANPREDSTAVITELEMMOLODEZHNOGOSOVETABRYANSKOGORAYONA.html"
"ФЕСТИВАЛЬ «СПОРТ ПОКОЛЕНИЙ»"	"15.11.2013"	"Noname"	"Информация"	"2013/November/2131.txt"	"http://desnyanka.ru/informaciya/1286-FESTIVALSPORTPOKOLENIY.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"15.11.2013"	"Noname"	"Народ и власть"	"2013/November/2132.txt"	"http://desnyanka.ru/narod_i_vlast/1285-VPRAVITELSTVEOBLASTI.html"
"НАЗНАЧЕНИЕ РОССИЙСКОЙ ПЕНСИИ ПРОЖИВАЮЩИМ ЗА ГРАНИЦЕЙ"	"15.11.2013"	"Noname"	"Службы информируют"	"2013/November/2133.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1284-NAZNACHENIEROSSIYSKOYPENSIIPROZHIVAYUSHCHIMZAGRANITSEY.html"
"Поздравление Президента"	"1.11.2013"	"Noname"	"Разное"	"2013/November/2134.txt"	"http://desnyanka.ru/raznoe/1251-PozdravleniePrezidenta.html"
"РОДИНА МОЯ — МОЯ РОССИЯ"	"1.11.2013"	"Noname"	"Наши земляки"	"2013/November/2135.txt"	"http://desnyanka.ru/nashi_zemlyaki/1250-rodinamoyamoyarossiya.html"
"СОВЕТ ДА ЛЮБОВЬ"	"1.11.2013"	"Noname"	"Наши земляки"	"2013/November/2136.txt"	"http://desnyanka.ru/nashi_zemlyaki/1249-SOVETDALYUBOV.html"
"В КОНСТРУКТИВНОЙ ОБСТАНОВКЕ"	"1.11.2013"	"Noname"	"В администрации района"	"2013/November/2137.txt"	"http://desnyanka.ru/v_administracii_rayona/1248-VKONSTRUKTIVNOYOBSTANOVKE.html"
"ВЕЧНАЯ ПАМЯТЬ"	"1.11.2013"	"Noname"	"Наши земляки"	"2013/November/2138.txt"	"http://desnyanka.ru/nashi_zemlyaki/1247-VECHNAYAPAMYAT.html"
"СПЕШИТЕ ТВОРИТЬ ДОБРО"	"1.11.2013"	"Noname"	"Разное"	"2013/November/2139.txt"	"http://desnyanka.ru/raznoe/1246-SPESHITETVORITDOBRO.html"
"ОСНОВНЫЕ НАПРАВЛЕНИЯ ДЕЯТЕЛЬНОСТИ"	"1.11.2013"	"Noname"	"Службы информируют"	"2013/November/2140.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1245-OSNOVNIENAPRAVLENIYADEYATELNOSTI.html"
"ПОЛИЦИЯ ПРЕДУПРЕЖДАЕТ: МОШЕННИКИ ПРОЯВЛЯЮТ НЕ ТОЛЬКО АКТИВНОСТЬ, НО И ИЗОБРЕТАТЕЛЬНОСТЬ"	"1.11.2013"	"Noname"	"Службы информируют"	"2013/November/2141.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1244-POLITSIYAPREDUPREZHDAETMOSHENNIKIPROYAVLYAYUTNETOLKOAKTIVNOSTNOIIZOBRETATELNOST.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"1.11.2013"	"Noname"	"Народ и власть"	"2013/November/2142.txt"	"http://desnyanka.ru/narod_i_vlast/1243-VPRAVITELSTVEOBLASTI.html"
"О ТЕХНИЧЕСКИХ СРЕДСТВАХ РЕАБИЛИТАЦИИ"	"1.11.2013"	"Noname"	"Службы информируют"	"2013/November/2143.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1242-OTEHNICHESKIHSREDSTVAHREABILITATSII.html"
"Заочный фестиваль авторской песни «Гринландия»"	"11.11.2013"	"Noname"	"Разное"	"2013/November/2144.txt"	"http://desnyanka.ru/raznoe/1261-ZaochniyfestivalavtorskoypesniGrinlandiya.html"
"КАК И ПОЧЕМУ ИЗМЕНЯЕТСЯ СТОИМОСТЬ КОММУНАЛЬНЫХ УСЛУГ"	"19.07.2013"	"Noname"	"Службы информируют"	"2013/July/2145.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1087-KAKIPOCHEMUIZMENYAETSYASTOIMOSTKOMMUNALNIHUSLUG.html"
"УЧАСТНИЦА ЗНАМЕНИТОГО СРАЖЕНИЯ"	"19.07.2013"	"Noname"	"Наши земляки"	"2013/July/2146.txt"	"http://desnyanka.ru/nashi_zemlyaki/1086-UCHASTNITSAZNAMENITOGOSRAZHENIYA.html"
"ВАКАНСИИ С ПОМОЩЬЮ ИНТЕРНЕТА"	"19.07.2013"	"Noname"	"Информация"	"2013/July/2147.txt"	"http://desnyanka.ru/informaciya/1085-VAKANSIISPOMOSHCHYUINTERNETA.html"
"«БЕРЕГИТЕ СВОЮ ЛЮБОВЬ!»"	"19.07.2013"	"Noname"	"Наши земляки"	"2013/July/2148.txt"	"http://desnyanka.ru/nashi_zemlyaki/1084-BEREGITESVOYULYUBOV.html"
"«КУЛЬТУРА» — ФЛАГМАН ПРОИЗВОДСТВА ОВОЩЕЙ В БРЯНСКОЙ ОБЛАСТИ"	"19.07.2013"	"Noname"	"Район: день за днем"	"2013/July/2149.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1083-KULTURAFLAGMANPROIZVODSTVAOVOSHCHEYVBRYANSKOYOBLASTI.html"
"ЧУЖИХ ПРОБЛЕМ НЕ БЫВАЕТ"	"19.07.2013"	"Noname"	"Наши земляки"	"2013/July/2150.txt"	"http://desnyanka.ru/nashi_zemlyaki/1082-CHUZHIHPROBLEMNEBIVAET.html"
"«СВЕЖИЙ ВОЗДУХ»"	"19.07.2013"	"Noname"	"Информация"	"2013/July/2151.txt"	"http://desnyanka.ru/informaciya/1081-SVEZHIYVOZDUH.html"
"МЫ ВСЕ ОЧЕНЬ ЕМУ БЛАГОДАРНЫ!"	"19.07.2013"	"Noname"	"Наши земляки"	"2013/July/2152.txt"	"http://desnyanka.ru/nashi_zemlyaki/1080-MIVSEOCHENEMUBLAGODARNI.html"
"КЛАССНАЯ КОМПАНИЯ!"	"19.07.2013"	"Noname"	"Разное"	"2013/July/2153.txt"	"http://desnyanka.ru/raznoe/1079-KLASSNAYAKOMPANIYA.html"
"СПАСИБО ЗА ТОНАЛЬНОСТЬ  ДОБРА И ДРУЖБЫ"	"19.07.2013"	"Noname"	"В администрации района"	"2013/July/2154.txt"	"http://desnyanka.ru/v_administracii_rayona/1078-SPASIBOZATONALNOSTDOBRAIDRUZHBI.html"
"УРА! ФЕСТИВАЛЬ!"	"4.07.2013"	"Noname"	"Разное"	"2013/July/2155.txt"	"http://desnyanka.ru/raznoe/1067-URAFESTIVAL.html"
"ПОЭЗИЯ КРАСОК ВО СЛАВУ БРЯНЩИНЫ"	"4.07.2013"	"Noname"	"Разное"	"2013/July/2156.txt"	"http://desnyanka.ru/raznoe/1066-POEZIYAKRASOKVOSLAVUBRYANSHCHINI.html"
"ВСЕМИРНЫЙ БЕГ ГАРМОНИИ"	"4.07.2013"	"Noname"	"Спорт"	"2013/July/2157.txt"	"http://desnyanka.ru/sport/1065-VSEMIRNIYBEGGARMONII.html"
"ПОЗДРАВЛЯЕМ С ПОБЕДОЙ!"	"4.07.2013"	"Noname"	"Спорт"	"2013/July/2158.txt"	"http://desnyanka.ru/sport/1064-POZDRAVLYAEMSPOBEDOY.html"
"ПОКЛОН ПРОХОРОВКЕ"	"4.07.2013"	"Noname"	"Разное"	"2013/July/2159.txt"	"http://desnyanka.ru/raznoe/1063-POKLONPROHOROVKE.html"
"С ПОЗДРАВЛЕНИЯМИ, КОНЦЕРТОМ И ПОДАРКАМИ"	"7.03.2013"	"Noname"	"Профессиональный праздник"	"2013/March/2160.txt"	"http://desnyanka.ru/prof_prazdnik/929-SPOZDRAVLENIYAMIKONTSERTOMIPODARKAMI.html"
"ПЕСНЯ — ДУША НАРОДА"	"7.03.2013"	"Noname"	"Разное"	"2013/March/2161.txt"	"http://desnyanka.ru/raznoe/928-PESNYADUSHANARODA.html"
"ГОСУДАРСТВЕННЫЕ УСЛУГИ В ЭЛЕКТРОННОМ ВИДЕ"	"7.03.2013"	"Noname"	"Службы информируют"	"2013/March/2162.txt"	"http://desnyanka.ru/sluzhbi_informiruut/927-GOSUDARSTVENNIEUSLUGIVELEKTRONNOMVIDE.html"
"ЖИТЕЛЯМ — КОМФОРТНЫЕ УСЛОВИЯ"	"6.03.2013"	"Noname"	"Район: день за днем"	"2013/March/2163.txt"	"http://desnyanka.ru/rayon_den_za_dnem/926-ZHITELYAMKOMFORTNIEUSLOVIYA.html"
"В МИЧУРИНСКОМ НАЧАТЫ РАБОТЫ ПО ОСВЕЩЕНИЮ"	"6.03.2013"	"Noname"	"Район: день за днем"	"2013/March/2164.txt"	"http://desnyanka.ru/rayon_den_za_dnem/925-VMICHURINSKOMNACHATIRABOTIPOOSVESHCHENIYU.html"
"ГЛИНИЩЕВО: НОВЫЙ ДОМ СДАН!"	"6.03.2013"	"Noname"	"Район: день за днем"	"2013/March/2165.txt"	"http://desnyanka.ru/rayon_den_za_dnem/924-GLINISHCHEVONOVIYDOMSDAN.html"
"БУКЕТЫ РОЗОВЫХ ТЮЛЬПАНОВ"	"7.03.2013"	"Noname"	"Район: день за днем"	"2013/March/2166.txt"	"http://desnyanka.ru/rayon_den_za_dnem/933-BUKETIROZOVIHTYULPANOV.html"
"ПРИГЛАШАЕТ «ОЗЁРНЫЙ»"	"7.03.2013"	"Noname"	"Службы информируют"	"2013/March/2167.txt"	"http://desnyanka.ru/sluzhbi_informiruut/932-PRIGLASHAETOZERNIY.html"
"ДЛЯ ЗДОРОВЬЯ НАШИХ ДЕТЕЙ"	"7.03.2013"	"Noname"	"Район: день за днем"	"2013/March/2168.txt"	"http://desnyanka.ru/rayon_den_za_dnem/931-DLYAZDOROVYANASHIHDETEY.html"
"«ГУБЕРНАТОРУ — ЛИЧНО»"	"7.03.2013"	"Noname"	"Народ и власть"	"2013/March/2169.txt"	"http://desnyanka.ru/narod_i_vlast/930-GUBERNATORULICHNO.html"
"ТЕПЛО, ВОДА И СВЕТ — ОТ ЖКХ ОТВЕТ"	"18.03.2013"	"Noname"	"Профессиональный праздник"	"2013/March/2170.txt"	"http://desnyanka.ru/prof_prazdnik/937-TEPLOVODAISVETOTZHKHOTVET.html"
"ОБЛАСТНОЙ ПРАЗДНИК УРОЖАЯ"	"9.11.2012"	"Noname"	"Район: день за днем"	"2012/November/2171.txt"	"http://desnyanka.ru/rayon_den_za_dnem/840-OBLASTNOYPRAZDNIKUROZHAYA.html"
"КРЕПКАЯ, НАДЕЖНАЯ, ОТВЕТСТВЕННАЯ ВЛАСТЬ"	"25.07.2012"	"Noname"	"Народ и власть"	"2012/July/2172.txt"	"http://desnyanka.ru/narod_i_vlast/744-KREPKAYANADEZHNAYAOTVETSTVENNAYAVLAST.html"
"ДОСТРОИМ — И БУДУТ ЖИТЬ"	"25.07.2012"	"Noname"	"Район: день за днем"	"2012/July/2173.txt"	"http://desnyanka.ru/rayon_den_za_dnem/743-DOSTROIMIBUDUTZHIT.html"
"Благодарность"	"25.07.2012"	"Noname"	"Народ и власть"	"2012/July/2174.txt"	"http://desnyanka.ru/narod_i_vlast/742-Blagodarnost.html"
"ЖИЛЬЕ ПЕРЕСЕЛЕНЦАМ И ЛИКВИДАТОРАМ"	"25.07.2012"	"Noname"	"Район: день за днем"	"2012/July/2175.txt"	"http://desnyanka.ru/rayon_den_za_dnem/741-ZHILEPERESELENTSAMILIKVIDATORAM.html"
"ПРИГЛАШАЕМ ПОСЕТИТЬ МЕМОРИАЛЬНЫЙ КОМПЛЕКС «ХАЦУНЬ»"	"25.07.2012"	"Noname"	"Информация"	"2012/July/2176.txt"	"http://desnyanka.ru/informaciya/740-PRIGLASHAEMPOSETITMEMORIALNIYKOMPLEKSHATSUN.html"
"ГОТОВИМСЯ К НОВОМУ УЧЕБНОМУ ГОДУ"	"25.07.2012"	"Noname"	"Район: день за днем"	"2012/July/2177.txt"	"http://desnyanka.ru/rayon_den_za_dnem/739-GOTOVIMSYAKNOVOMUUCHEBNOMUGODU.html"
"«МОЯ ПОЗИЦИЯ — ОДНОЗНАЧНАЯ, БЕЗОГОВОРОЧНАЯ ПОДДЕРЖКА ГУБЕРНАТОРА НИКОЛАЯ ДЕНИНА»"	"25.07.2012"	"Noname"	"Район: день за днем"	"2012/July/2178.txt"	"http://desnyanka.ru/rayon_den_za_dnem/738-MOYAPOZITSIYAODNOZNACHNAYABEZOGOVOROCHNAYAPODDERZHKAGUBERNATORANIKOLAYADENINA.html"
"ДОШЛО ДО ДЕЛА  УГОЛОВНОГО?"	"25.07.2012"	"Noname"	"Народ и власть"	"2012/July/2179.txt"	"http://desnyanka.ru/narod_i_vlast/736-DOSHLODODELAUGOLOVNOGO.html"
"РОДНОМУ СЕЛУ МЫ СЛАВУ И ЧЕСТЬ ВОЗДАЕМ!"	"25.07.2012"	"Noname"	"Район: день за днем"	"2012/July/2180.txt"	"http://desnyanka.ru/rayon_den_za_dnem/735-RODNOMUSELUMISLAVUICHESTVOZDAEM.html"
"ЭНЕРГОРЕСУРСЫ ЛЮБЯТ СЧЁТ"	"25.07.2012"	"Noname"	"Район: день за днем"	"2012/July/2181.txt"	"http://desnyanka.ru/rayon_den_za_dnem/734-ENERGORESURSILYUBYATSCHET.html"
"БРЯНСКИЙ РАЙОН СРЕДИ ЛУЧШИХ"	"4.07.2012"	"Noname"	"В администрации района"	"2012/July/2182.txt"	"http://desnyanka.ru/v_administracii_rayona/728-BRYANSKIYRAYONSREDILUCHSHIH.html"
"100 ЛЕТ НЕ В ОДИНОЧЕСТВЕ"	"4.07.2012"	"Noname"	"Наши земляки"	"2012/July/2183.txt"	"http://desnyanka.ru/nashi_zemlyaki/727-100LETNEVODINOCHESTVE.html"
"Семинар по вопросам государственной поддержки бизнеса в"	"18.07.2012"	"Noname"	"Информация"	"2012/July/2184.txt"	"http://desnyanka.ru/informaciya/731-Seminarpovoprosamgosudarstvennoypodderzhkibiznesav.html"
"МОЛОДЁЖНАЯ ВСТРЕЧА В МЕЖДУНАРОДНЫЙ ГОД КООПЕРАТИВОВ"	"16.03.2012"	"Noname"	"Разное"	"2012/March/2185.txt"	"http://desnyanka.ru/raznoe/650-MOLODEZHNAYAVSTRECHAVMEZHDUNARODNIYGODKOOPERATIVOV.html"
"В ЧИСЛЕ  ЛУЧШИХ"	"16.03.2012"	"Noname"	"Спорт"	"2012/March/2186.txt"	"http://desnyanka.ru/sport/649-VCHISLELUCHSHIH.html"
"ПРОПАЛ РЕБЕНОК"	"16.03.2012"	"Noname"	"Разное"	"2012/March/2187.txt"	"http://desnyanka.ru/raznoe/648-PROPALREBENOK.html"
"В ПОДАРОК АМБУЛАТОРИИ"	"14.03.2012"	"Noname"	"Район: день за днем"	"2012/March/2188.txt"	"http://desnyanka.ru/rayon_den_za_dnem/647-VPODAROKAMBULATORII.html"
"БИАТЛОН, КАНАТ И ЛЫЖИ — ЧТОБЫ К СПОРТУ БЫТЬ ПОБЛИЖЕ"	"14.03.2012"	"Noname"	"Район: день за днем"	"2012/March/2189.txt"	"http://desnyanka.ru/rayon_den_za_dnem/646-BIATLONKANATILIZHICHTOBIKSPORTUBITPOBLIZHE.html"
"«НАШИ ТАЛАНТЫ — ТЕБЕ, РОССИЯ»"	"14.03.2012"	"Noname"	"Разное"	"2012/March/2190.txt"	"http://desnyanka.ru/raznoe/645-NASHITALANTITEBEROSSIYA.html"
"К СВЕДЕНИЮ ЖИТЕЛЕЙ РАЙОНА"	"14.03.2012"	"Noname"	"Информация"	"2012/March/2191.txt"	"http://desnyanka.ru/informaciya/644-KSVEDENIYUZHITELEYRAYONA.html"
"УБЕДИТЕЛЬНАЯ ПОБЕДА"	"14.03.2012"	"Noname"	"В администрации района"	"2012/March/2192.txt"	"http://desnyanka.ru/v_administracii_rayona/643-UBEDITELNAYAPOBEDA.html"
